prod_code,prod_name,prod_desc,prod_price
4076,Product 4076,The product that's perfect for 4076 stuff,134508
1019,Product 1019,The product that's perfect for 1019 stuff,33627
6853,Product 6853,The product that's perfect for 6853 stuff,191884
4361,Product 4361,The product that's perfect for 4361 stuff,95942
8367,Product 8367,The product that's perfect for 8367 stuff,83670
1997,Product 1997,The product that's perfect for 1997 stuff,91862
4177,Product 4177,The product that's perfect for 4177 stuff,183788
7149,Product 7149,The product that's perfect for 7149 stuff,100086
7143,Product 7143,The product that's perfect for 7143 stuff,142860
8783,Product 8783,The product that's perfect for 8783 stuff,43915
2862,Product 2862,The product that's perfect for 2862 stuff,128790
6196,Product 6196,The product that's perfect for 6196 stuff,192076
1331,Product 1331,The product that's perfect for 1331 stuff,43923
7445,Product 7445,The product that's perfect for 7445 stuff,104230
4157,Product 4157,The product that's perfect for 4157 stuff,124710
8325,Product 8325,The product that's perfect for 8325 stuff,233100
1727,Product 1727,The product that's perfect for 1727 stuff,50083
3150,Product 3150,The product that's perfect for 3150 stuff,116550
8621,Product 8621,The product that's perfect for 8621 stuff,60347
9428,Product 9428,The product that's perfect for 9428 stuff,433688
5174,Product 5174,The product that's perfect for 5174 stuff,175916
2587,Product 2587,The product that's perfect for 2587 stuff,43979
5405,Product 5405,The product that's perfect for 5405 stuff,75670
7159,Product 7159,The product that's perfect for 7159 stuff,143180
2911,Product 2911,The product that's perfect for 2911 stuff,75686
7958,Product 7958,The product that's perfect for 7958 stuff,286488
2161,Product 2161,The product that's perfect for 2161 stuff,58347
8045,Product 8045,The product that's perfect for 8045 stuff,112630
7634,Product 7634,The product that's perfect for 7634 stuff,335896
4301,Product 4301,The product that's perfect for 4301 stuff,64515
3370,Product 3370,The product that's perfect for 3370 stuff,104470
2499,Product 2499,The product that's perfect for 2499 stuff,124950
8616,Product 8616,The product that's perfect for 8616 stuff,336024
1373,Product 1373,The product that's perfect for 1373 stuff,64531
2918,Product 2918,The product that's perfect for 2918 stuff,96294
6715,Product 6715,The product that's perfect for 6715 stuff,120870
1211,Product 1211,The product that's perfect for 1211 stuff,39963
5518,Product 5518,The product that's perfect for 5518 stuff,71734
2890,Product 2890,The product that's perfect for 2890 stuff,112710
3757,Product 3757,The product that's perfect for 3757 stuff,112710
9656,Product 9656,The product that's perfect for 9656 stuff,434520
1763,Product 1763,The product that's perfect for 1763 stuff,44075
6898,Product 6898,The product that's perfect for 6898 stuff,151756
7999,Product 7999,The product that's perfect for 7999 stuff,319960
1377,Product 1377,The product that's perfect for 1377 stuff,48195
3046,Product 3046,The product that's perfect for 3046 stuff,100518
9900,Product 9900,The product that's perfect for 9900 stuff,336600
1239,Product 1239,The product that's perfect for 1239 stuff,35931
2338,Product 2338,The product that's perfect for 2338 stuff,100534
3326,Product 3326,The product that's perfect for 3326 stuff,96454
5066,Product 5066,The product that's perfect for 5066 stuff,151980
8366,Product 8366,The product that's perfect for 8366 stuff,217516
6013,Product 6013,The product that's perfect for 6013 stuff,84182
8770,Product 8770,The product that's perfect for 8770 stuff,96470
5587,Product 5587,The product that's perfect for 5587 stuff,100566
4183,Product 4183,The product that's perfect for 4183 stuff,108758
4451,Product 4451,The product that's perfect for 4451 stuff,80118
2365,Product 2365,The product that's perfect for 2365 stuff,108790
5660,Product 5660,The product that's perfect for 5660 stuff,209420
4907,Product 4907,The product that's perfect for 4907 stuff,88326
8074,Product 8074,The product that's perfect for 8074 stuff,242220
3803,Product 3803,The product that's perfect for 3803 stuff,129302
1257,Product 1257,The product that's perfect for 1257 stuff,33939
1293,Product 1293,The product that's perfect for 1293 stuff,40083
2433,Product 2433,The product that's perfect for 2433 stuff,92454
8454,Product 8454,The product that's perfect for 8454 stuff,76086
3443,Product 3443,The product that's perfect for 3443 stuff,117062
9006,Product 9006,The product that's perfect for 9006 stuff,117078
6594,Product 6594,The product that's perfect for 6594 stuff,125286
8006,Product 8006,The product that's perfect for 8006 stuff,288216
6051,Product 6051,The product that's perfect for 6051 stuff,108918
7207,Product 7207,The product that's perfect for 7207 stuff,288280
7298,Product 7298,The product that's perfect for 7298 stuff,80278
7352,Product 7352,The product that's perfect for 7352 stuff,272024
8439,Product 8439,The product that's perfect for 8439 stuff,337560
8031,Product 8031,The product that's perfect for 8031 stuff,160620
4026,Product 4026,The product that's perfect for 4026 stuff,185196
5354,Product 5354,The product that's perfect for 5354 stuff,80310
5513,Product 5513,The product that's perfect for 5513 stuff,242572
6930,Product 6930,The product that's perfect for 6930 stuff,76230
4810,Product 4810,The product that's perfect for 4810 stuff,144300
9263,Product 9263,The product that's perfect for 9263 stuff,46315
1265,Product 1265,The product that's perfect for 1265 stuff,44275
4011,Product 4011,The product that's perfect for 4011 stuff,144396
4983,Product 4983,The product that's perfect for 4983 stuff,64779
9271,Product 9271,The product that's perfect for 9271 stuff,185420
3811,Product 3811,The product that's perfect for 3811 stuff,64787
4700,Product 4700,The product that's perfect for 4700 stuff,136300
5868,Product 5868,The product that's perfect for 5868 stuff,193644
3498,Product 3498,The product that's perfect for 3498 stuff,160908
4961,Product 4961,The product that's perfect for 4961 stuff,54571
5521,Product 5521,The product that's perfect for 5521 stuff,60731
4802,Product 4802,The product that's perfect for 4802 stuff,129654
5942,Product 5942,The product that's perfect for 5942 stuff,101014
6578,Product 6578,The product that's perfect for 6578 stuff,144716
1611,Product 1611,The product that's perfect for 1611 stuff,80550
9287,Product 9287,The product that's perfect for 9287 stuff,371480
6072,Product 6072,The product that's perfect for 6072 stuff,273240
9108,Product 9108,The product that's perfect for 9108 stuff,273240
2638,Product 2638,The product that's perfect for 2638 stuff,76502
8879,Product 8879,The product that's perfect for 8879 stuff,88790
1417,Product 1417,The product that's perfect for 1417 stuff,38259
4251,Product 4251,The product that's perfect for 4251 stuff,38259
4189,Product 4189,The product that's perfect for 4189 stuff,125670
1311,Product 1311,The product that's perfect for 1311 stuff,48507
5524,Product 5524,The product that's perfect for 5524 stuff,259628
7247,Product 7247,The product that's perfect for 7247 stuff,289880
6933,Product 6933,The product that's perfect for 6933 stuff,194124
4860,Product 4860,The product that's perfect for 4860 stuff,218700
7372,Product 7372,The product that's perfect for 7372 stuff,243276
4041,Product 4041,The product that's perfect for 4041 stuff,88902
6746,Product 6746,The product that's perfect for 6746 stuff,101190
7204,Product 7204,The product that's perfect for 7204 stuff,273752
9202,Product 9202,The product that's perfect for 9202 stuff,202444
9303,Product 9303,The product that's perfect for 9303 stuff,46515
4259,Product 4259,The product that's perfect for 4259 stuff,76662
3219,Product 3219,The product that's perfect for 3219 stuff,109446
2470,Product 2470,The product that's perfect for 2470 stuff,101270
9719,Product 9719,The product that's perfect for 9719 stuff,388760
7263,Product 7263,The product that's perfect for 7263 stuff,290520
9684,Product 9684,The product that's perfect for 9684 stuff,290520
4977,Product 4977,The product that's perfect for 4977 stuff,54747
1757,Product 1757,The product that's perfect for 1757 stuff,80822
4660,Product 4660,The product that's perfect for 4660 stuff,219020
6626,Product 6626,The product that's perfect for 6626 stuff,251788
5189,Product 5189,The product that's perfect for 5189 stuff,72646
9054,Product 9054,The product that's perfect for 9054 stuff,117702
9586,Product 9586,The product that's perfect for 9586 stuff,421784
5403,Product 5403,The product that's perfect for 5403 stuff,97254
7812,Product 7812,The product that's perfect for 7812 stuff,210924
7652,Product 7652,The product that's perfect for 7652 stuff,290776
7034,Product 7034,The product that's perfect for 7034 stuff,105510
4508,Product 4508,The product that's perfect for 4508 stuff,202860
8095,Product 8095,The product that's perfect for 8095 stuff,40475
2415,Product 2415,The product that's perfect for 2415 stuff,50715
7414,Product 7414,The product that's perfect for 7414 stuff,126038
8919,Product 8919,The product that's perfect for 8919 stuff,356760
3903,Product 3903,The product that's perfect for 3903 stuff,50739
7003,Product 7003,The product that's perfect for 7003 stuff,63027
3587,Product 3587,The product that's perfect for 3587 stuff,121958
3796,Product 3796,The product that's perfect for 3796 stuff,178412
5482,Product 5482,The product that's perfect for 5482 stuff,252172
9624,Product 9624,The product that's perfect for 9624 stuff,471576
5205,Product 5205,The product that's perfect for 5205 stuff,36435
7253,Product 7253,The product that's perfect for 7253 stuff,50771
9335,Product 9335,The product that's perfect for 9335 stuff,93350
7004,Product 7004,The product that's perfect for 7004 stuff,203116
3313,Product 3313,The product that's perfect for 3313 stuff,36443
4390,Product 4390,The product that's perfect for 4390 stuff,109750
4341,Product 4341,The product that's perfect for 4341 stuff,130230
6085,Product 6085,The product that's perfect for 6085 stuff,42595
8133,Product 8133,The product that's perfect for 8133 stuff,56931
2673,Product 2673,The product that's perfect for 2673 stuff,101574
4556,Product 4556,The product that's perfect for 4556 stuff,186796
7960,Product 7960,The product that's perfect for 7960 stuff,390040
9751,Product 9751,The product that's perfect for 9751 stuff,390040
6555,Product 6555,The product that's perfect for 6555 stuff,58995
5130,Product 5130,The product that's perfect for 5130 stuff,117990
8429,Product 8429,The product that's perfect for 8429 stuff,236012
7292,Product 7292,The product that's perfect for 7292 stuff,211468
1823,Product 1823,The product that's perfect for 1823 stuff,52867
6558,Product 6558,The product that's perfect for 6558 stuff,85254
7654,Product 7654,The product that's perfect for 7654 stuff,275544
5213,Product 5213,The product that's perfect for 5213 stuff,72982
4249,Product 4249,The product that's perfect for 4249 stuff,93478
8725,Product 8725,The product that's perfect for 8725 stuff,122150
8108,Product 8108,The product that's perfect for 8108 stuff,275672
7010,Product 7010,The product that's perfect for 7010 stuff,308440
1698,Product 1698,The product that's perfect for 1698 stuff,73014
7711,Product 7711,The product that's perfect for 7711 stuff,77110
3148,Product 3148,The product that's perfect for 3148 stuff,154252
3439,Product 3439,The product that's perfect for 3439 stuff,44707
5651,Product 5651,The product that's perfect for 5651 stuff,101718
3546,Product 3546,The product that's perfect for 3546 stuff,109926
9086,Product 9086,The product that's perfect for 9086 stuff,118118
8140,Product 8140,The product that's perfect for 8140 stuff,203500
